"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683886741875931E9,"2023-05-12 19:19:01.876 UTC+09:00"
"PAUSE",5.422411029166688E1,1.683886796100016E9,"2023-05-12 19:19:56.100 UTC+09:00"
