"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684645868201614E9,"2023-05-21 14:11:08.202 UTC+09:00"
"PAUSE",4.286914687500394E1,1.684645911070580E9,"2023-05-21 14:11:51.071 UTC+09:00"
