"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682842532749014E9,"2023-04-30 17:15:32.749 UTC+09:00"
"PAUSE",1.189806291670538E1,1.682842544647160E9,"2023-04-30 17:15:44.647 UTC+09:00"
