"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676995530521998E9,"2023-02-22 01:05:30.522 UTC+09:00"
"PAUSE",3.111094583349768E0,1.676995533633079E9,"2023-02-22 01:05:33.633 UTC+09:00"
