state,time
1157,1
1319,0
1360,1
1829,0
2402,1
2566,0
2611,1
3056,0
3729,1
3892,0
3936,1
4484,0
5216,1
5380,0
5422,1
5964,0
6492,1
6656,0
6699,1
7440,0
