"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683377272708552E9,"2023-05-06 21:47:52.709 UTC+09:00"
"PAUSE",3.947135545833226E1,1.683377312300163E9,"2023-05-06 21:48:32.300 UTC+09:00"
