"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.674979907865154E9,"2023-01-29 17:11:47.865 UTC+09:00"
"PAUSE",3.342255833325908E0,1.674979911207370E9,"2023-01-29 17:11:51.207 UTC+09:00"
