"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683377485945236E9,"2023-05-06 21:51:25.945 UTC+09:00"
"PAUSE",3.979269441666474E1,1.683377525738710E9,"2023-05-06 21:52:05.739 UTC+09:00"
