"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683201733580101E9,"2023-05-04 21:02:13.580 UTC+09:00"
"PAUSE",6.319977412500884E1,1.683201796780365E9,"2023-05-04 21:03:16.780 UTC+09:00"
