"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685081030665724E9,"2023-05-26 15:03:50.666 UTC+09:00"
"PAUSE",5.827212058333680E1,1.685081088937712E9,"2023-05-26 15:04:48.938 UTC+09:00"
