"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682843506657387E9,"2023-04-30 17:31:46.657 UTC+09:00"
"PAUSE",1.012910762499087E1,1.682843516786566E9,"2023-04-30 17:31:56.787 UTC+09:00"
