"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684472541053520E9,"2023-05-19 14:02:21.054 UTC+09:00"
"PAUSE",3.955838525000013E1,1.684472580611858E9,"2023-05-19 14:03:00.612 UTC+09:00"
