"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676358274016544E9,"2023-02-14 16:04:34.017 UTC+09:00"
"PAUSE",4.612636541714892E0,1.676358278629107E9,"2023-02-14 16:04:38.629 UTC+09:00"
