"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684472705114819E9,"2023-05-19 14:05:05.115 UTC+09:00"
"PAUSE",3.831073254166677E1,1.684472743425506E9,"2023-05-19 14:05:43.426 UTC+09:00"
