"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684471888375647E9,"2023-05-19 13:51:28.376 UTC+09:00"
"PAUSE",3.636631100000000E1,1.684471924741915E9,"2023-05-19 13:52:04.742 UTC+09:00"
