"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.675276228354206E9,"2023-02-02 03:30:28.354 UTC+09:00"
"PAUSE",4.665044958353974E0,1.675276233019190E9,"2023-02-02 03:30:33.019 UTC+09:00"
