"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683439353707221E9,"2023-05-07 15:02:33.707 UTC+09:00"
"PAUSE",7.994942658333457E1,1.683439433656559E9,"2023-05-07 15:03:53.657 UTC+09:00"
