"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685579100773037E9,"2023-06-01 09:25:00.773 UTC+09:00"
"PAUSE",4.460779287491459E1,1.685579145381236E9,"2023-06-01 09:25:45.381 UTC+09:00"
