"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676469843028655E9,"2023-02-15 23:04:03.029 UTC+09:00"
"PAUSE",3.426728166668909E0,1.676469846455331E9,"2023-02-15 23:04:06.455 UTC+09:00"
