"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684474010982675E9,"2023-05-19 14:26:50.983 UTC+09:00"
"PAUSE",4.074986758333353E1,1.684474051731279E9,"2023-05-19 14:27:31.731 UTC+09:00"
