arr1,arr2,arr3,arr4
1,-64.196027481797,103.915901954534,-20.048498510679
1,-58.9324457050611,98.9982562843812,-17.1947569926947
1,-62.0947844276242,101.221432050219,-16.6298438378836
1,-58.2483779863207,98.9381431007789,-18.4278398784305
1,-62.8330016630735,103.58485132818,-16.6493655267556
1,-62.5486592286595,98.0335805786422,-17.764272913374
1,-62.1588312615779,103.214581659104,-11.5329585904523
1,-64.9379514260671,104.251990840969,-19.7984019943476
1,-58.8226969074614,101.210322645752,-19.6369726479734
1,-62.4749698478705,103.039427745563,-20.2589947144854
2,-8.0483001110424,67.9285323141442,15.45983252269
2,-12.1634483310321,66.0986384298937,10.6687693267766
2,-9.04586798909023,68.8205718369712,14.6498909809073
2,-12.0498464435173,67.6609031998781,9.20789374939166
2,-8.41779537749301,70.9970316012451,16.1113906092722
2,-7.7378177778718,72.1423080046949,9.43743511781083
2,-9.68399071546844,69.8882546903059,15.1300211272358
2,-11.2883034840266,70.6537292863921,12.0661163912512
2,-12.6587129527601,64.9153742278494,9.13949025324267
2,-7.78224509707172,68.1449662039254,16.0013452568101
3,-22.0965571150059,50.3395712111802,-8.61764207472781
3,-25.4289020328404,50.2035433350865,-7.54104738206442
3,-23.0207639383373,50.9409700629317,-6.56508276198776
3,-21.682384850838,50.3568406344299,-9.60602649899617
3,-21.9512831095625,54.2238003955532,-7.40237257515863
3,-21.3505880637378,44.7922650576379,-3.82141757913101
3,-21.5958171798649,43.4568363090004,-12.7009756173169
3,-22.2257916080441,48.5175895442326,-12.9461712693631
3,-23.7650989043898,50.853459836199,-4.60575972173513
3,-21.5996772211051,50.4620601929837,-9.98560127880954
4,-47.7873512766745,71.7998967686742,33.442606723943
4,-43.223720380318,75.8380197749023,28.8042244952887
4,-43.512701535057,74.4072249588388,29.2574571536416
4,-39.4010071075122,73.1134817783933,29.5833717266965
4,-45.9683883171999,76.2443512094931,29.3065642996754
4,-43.4818462464816,74.7015378089576,25.1176636457638
4,-44.4202808108461,80.1625734904872,30.6835130507201
4,-41.944166712137,73.5468501530281,33.0638282725568
4,-42.6746424970164,76.6779089045202,28.6908558532504
4,-42.1636188102372,79.0327228477671,27.9164358498176
