"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685579172321942E9,"2023-06-01 09:26:12.322 UTC+09:00"
"PAUSE",4.167052750010043E1,1.685579213992832E9,"2023-06-01 09:26:53.993 UTC+09:00"
