Var1,Var2,Var3
-64.196027481797,103.915901954534,-20.048498510679
-64.0953372036134,103.501990446003,-20.1709360483877
-61.2154996697491,100.253233866606,-20.9511511311699
-63.1172680430343,103.941778475751,-17.4505529015771
-62.3695174111602,104.039845855509,-20.3442198990577
-64.3032948610222,104.123623158262,-19.1985230245574
-62.7452875032898,105.840640450926,-19.3273943000917
-63.3526801924021,102.906725309556,-20.674360271703
-66.2180905238056,104.431204534329,-19.7294419749191
-64.1036967325795,103.928420052146,-19.1984033566705
-59.4480234951596,99.0520763010087,-18.4269057359348
-61.4409742201623,102.459688092025,-9.68610038649152
-61.4433377005841,103.628714392831,-17.6389631980605
-62.4169574881055,105.394918247688,-10.5119627772751
-58.9324457050611,98.9982562843812,-17.1947569926947
-61.4924692720276,102.98546050794,-7.30086924005852
-62.0947844276242,101.221432050219,-16.6298438378836
-63.4252476756573,102.09494791997,-13.7601962402688
-58.845253101217,100.029150959533,-18.9466624738004
-59.6943540533492,101.171682402832,-16.5924946808404
-62.5698184628444,102.145886772765,-9.41816447334176
-58.2483779863207,98.9381431007789,-18.4278398784305
-60.5281785014422,103.66109431675,-10.5144100751326
-62.7005465108867,102.075331821509,-17.3264904179372
-59.607308996591,102.671105309037,-15.9842664924478
-58.6259736710519,100.039763573429,-18.0952600103519
-61.2079453808584,104.6043883823,-11.3082079771214
-57.9571690458036,98.7879601187157,-17.2434728825664
-63.1994093844884,101.740320060577,-15.4332457770052
-62.8330016630735,103.58485132818,-16.6493655267556
-61.2537636910983,103.346422532567,-15.9438594853776
-60.5916897829181,97.8074312245426,-17.9624996269153
-62.0061668724088,100.620187041927,-14.7877244184243
-59.5269770406551,104.86476561634,-17.7875819260195
-60.4188341800059,104.961497177991,-15.8117037871431
-59.6529323831228,101.552053100552,-18.7797860403921
-62.2157146390079,103.689598917743,-15.9238434280852
-58.9967612387228,100.52365911238,-17.5495264147621
-61.8939950237808,104.364444996062,-11.3802728010614
-63.5042863915998,101.983315057577,-18.6238782914452
-61.3764745828289,101.917813820312,-19.0831114257674
-63.133864572778,101.210804127617,-18.1610670645007
-62.3915311709163,102.531707068083,-18.3449389743362
-62.5421911125956,101.106922666821,-17.4633054981558
-62.2810255743158,100.46887263374,-18.683021373456
-61.6359266049851,100.299361857284,-18.5233829602324
-61.4413334129005,102.013785051909,-18.7996177333918
-60.9345608584972,101.409688112786,-18.8157501329827
-61.2911134985567,100.652155134469,-18.7963741205971
-64.2278307153984,100.21017835898,-18.0145281011026
-62.6009696813479,99.6373917925306,-19.3975233380989
-62.7587320840365,97.9479044938411,-17.851245991038
-60.4134552846695,99.8654320301669,-17.8448214999495
-61.7632213068861,98.2955651220578,-19.0659123280989
-63.7416111514207,100.12170468221,-16.8910263915286
-62.6281832197093,99.0416897988379,-18.5521438685034
-61.7236842257203,98.1747168050428,-18.0842295815928
-62.5486592286595,98.0335805786422,-17.764272913374
-62.1588312615779,103.214581659104,-11.5329585904523
-64.8691670754585,102.579394773809,-19.2822344936731
-65.260846298731,104.442749349572,-14.9202065542047
-61.7423788942645,101.086699153868,-19.0961594965328
-60.8482278664308,102.429085217964,-19.0471237100183
-62.1770739495364,99.6635743922846,-19.5424331651615
-61.0481037071812,101.132078769868,-18.8107839615788
-61.853066175924,101.553164595831,-18.5419719344031
-61.2461481826749,103.423789720684,-12.5052283909763
-63.0332082990735,102.695361774867,-18.8462687368515
-63.7786939489237,104.070380842599,-17.469507038898
-64.307786433999,103.075492755374,-19.1966234303689
-64.0709424630577,105.951979227684,-13.7012283022582
-62.531555233154,104.500570939096,-19.8123923622781
-63.6979273525573,103.407752513221,-20.0034796497514
-64.9379514260671,104.251990840969,-19.7984019943476
-64.1463455322014,104.046835138403,-20.2755066825178
-64.4947618504637,100.950113634778,-20.1371094292715
-62.5226104478453,102.475144397538,-18.8648276441704
-63.2282221954951,100.880406384161,-17.5223641681245
-61.5550926319268,100.8077983924,-9.27550411061766
-63.3427903590607,98.2240198035717,-17.1113564713219
-63.2729714247807,99.832443551475,-16.271778150884
-64.4954330735549,102.851893881836,-18.639554793186
-64.5196928264212,103.197917139159,-17.1669471554948
-64.6089502249781,99.8169665928886,-17.4958883619724
-64.3295204441771,102.093465155175,-9.84758739612342
-58.8226969074614,101.210322645752,-19.6369726479734
-63.336603658528,100.150174290126,-17.5512150978093
-61.4494053031489,100.783588117846,-18.6099342173248
-63.4480719850221,103.937184830044,-10.5315961974901
-63.602305473518,100.295618291651,-20.7241192357932
-63.9515425973502,101.866536753122,-17.6844961976654
-60.0787753807599,99.9416379277425,-22.8476947199506
-63.6607112646176,104.717324869953,-10.826389475267
-58.7857556341638,98.3939430027135,-19.4584406360454
-62.5276957838348,104.183577147731,-13.197381801799
-60.0020654892164,97.874449283519,-20.9916412928507
-62.5159772624549,101.372497267304,-20.3705527189522
-62.4749698478705,103.039427745563,-20.2589947144854
-62.4644240295233,101.370833279088,-20.6801679446011
