Var1,Var2,Var3
-22.4013473452637,69.2672345839394,-11.0674202170381
-30.2429220775138,70.3840236266227,-8.65421850010947
-27.799541899913,70.8345951520699,-11.5989763058794
-30.4382763169258,73.7648252894358,-9.1471707859003
-26.7614298648043,70.8450063048893,-12.7088522420554
-26.2409261054209,69.7000978763338,-12.1200579823113
-18.4105514073628,71.1584014121601,-8.25087671591262
-22.6451681216278,65.025997456785,-7.0484906061129
-28.7122516346717,69.9055217972616,-11.580106304038
-27.8543229795365,71.6405874313233,-12.4276287012586
-24.2997427354715,75.2345942057841,-15.6226697974469
-28.9165978839223,74.7339492674038,-11.2526001742048
-32.1474963734447,74.822948307727,-14.7888366932141
-29.4792683878323,74.2128473895595,-11.2124348479856
-28.75870392135,75.4153203460763,-14.0239283015203
-30.072454012882,74.1902613652724,-15.6119016585326
-28.6861056418762,77.0982464661008,-13.6025173217411
-29.7184378676982,75.1473794440849,-13.0054126594792
-29.1718001383246,73.5495044656592,-17.6336265332649
-29.0129963200084,74.1622076873935,-12.5515875769793
-29.100175252517,72.1451347707553,-14.7783120472311
-29.3031661969879,73.2375082242426,-12.981153773053
-29.7566705762003,75.5644076153276,-11.9733908622774
-28.217354075403,73.5091670853793,-11.8435758104077
-28.8121252252445,75.0618765432401,-13.3991344628253
-26.9673366036519,73.2585222481141,-9.70507284454407
-29.5470835696231,74.1918251980119,-13.054215074739
-28.1719294579698,73.4416259138338,-11.1551930436539
-30.2281522601158,74.432598944901,-14.9366452422748
-28.9502632110227,75.2298585987778,-12.1300108978275
-30.5341556167169,75.4807355058749,-13.1445351836841
-29.6871518246946,74.9525438341891,-12.3018484353978
-28.4236372427304,72.4594793898919,-11.6470501492039
-26.6318975016997,71.5115171821675,-11.4871966611649
-29.1901732001264,74.0301444764874,-14.2361354022438
-27.5774599162088,74.7898962048947,-13.7348621444351
-28.5338427592032,74.2253943397503,-12.8954475713429
-28.5537793088436,74.7795044020413,-14.4524849176005
-28.2117771269639,75.7263101487288,-14.0948687655176
-28.1467397892169,75.7712624131637,-12.1250450364714
-26.3759340715179,70.4985337508617,-15.2120498193611
-28.5034507944919,72.3221519413799,-10.0913019838753
-27.8269135240876,70.9331426327479,-16.9044891093633
-29.1513406436996,72.236502825953,-12.5792396795925
-28.9708648478723,74.9182792871071,-13.6821903382486
-28.513002509598,74.6535999570258,-13.5838788739457
-28.6458081040455,75.0433695240987,-14.4873905868112
-28.8697724456282,74.3536878647865,-15.3279238975236
-29.1241540605773,73.3954675644425,-12.1989495282652
-28.4687161764023,73.7948057438571,-13.1439750889435
-26.804060899907,71.5913186201442,-15.8880985928232
-28.9400162151172,71.8245359608042,-15.6884295739274
-28.5653392381795,70.7731169919912,-15.9506836323011
-27.245262303432,70.4794903325213,-15.1134123385605
-29.0847889018686,70.035093466141,-18.2160162652932
-29.180163423068,74.4309884481095,-13.7483433226878
-27.7524885361077,72.8794816075258,-15.8311374950929
-27.692821038608,72.1843652093933,-14.3558002851724
-26.0581942269785,71.8179113700238,-14.882040831866
-24.9557835962993,70.6135359743265,-7.08502542771282
-29.5467788084065,70.9676117053678,-16.5998853311185
-29.63460597555,72.8852057941334,-7.89813181772734
-28.4842868568641,71.9241048483654,-15.5067287611259
-29.8936031994065,72.4029046037432,-14.8045844752193
-30.5645184190308,72.2100854209799,-15.7140516549055
-28.5179081223966,72.8155723374177,-6.21151954980715
-29.184013464831,74.8578420550621,-15.9302772519745
-30.8150945630425,75.7022933055075,-13.9998617635757
-23.4288820503771,68.5484678077517,-19.0143362956399
-30.2876278629732,74.1335763828355,-9.02741475177969
-33.2349937121053,75.1108001773826,-13.9508065451543
-30.1667982899701,75.1023074673754,-14.6596197415903
-29.5117154932489,74.6509444093141,-15.0244181186018
-27.6021600609802,73.9976242638756,-10.4923024996863
-29.9236072666337,75.6750326356455,-15.2391050076281
-27.2844931545399,73.9222299343379,-14.8289388057395
-30.9206641567551,73.606262753469,-14.3306508254766
-30.2607076158414,74.7500568947042,-14.7383769558851
-30.7469922961419,75.4072885784496,-14.6098247979905
-29.6820802276185,75.26242447304,-14.1415224542983
-30.3720095440837,74.9069149323995,-15.9198628459019
-29.862906181228,72.7278072004444,-14.4135154755061
-27.434678649898,74.5118826806363,-14.9480363620865
-27.8151325995659,72.6298039166765,-14.0165211484641
-29.0436516448628,73.7504174694771,-12.566833480818
-27.7468092382267,74.1636100867922,-14.2050881076732
-31.0373991238067,73.1555328487581,-16.2570938194584
-26.3150675802578,70.7876446101516,-8.11702349713411
-28.694191265997,72.6618522518605,-18.4869749528335
-29.0414594598542,73.2992293417922,-8.50243097411758
-31.0350020171899,74.2548105269506,-11.8140288595024
-28.629567050652,73.0298998610016,-10.0325873179768
-27.1938516785001,73.4014260373427,-17.5064879413589
-25.7934551550133,73.8500680377052,-12.6801051685265
-29.4412843363604,76.9719285160666,-13.2387430620102
-27.4758226519766,75.0760591862541,-12.2504721591429
-29.6333324258322,74.9262670053743,-14.611847646261
-28.0847745841278,72.8170733706429,-9.60576878000143
-29.6344297344156,75.7656977397518,-15.8640404729873
-27.4339526100329,74.7956969270764,-12.9688313596602
-31.5851180379684,70.8190133612401,-14.6299666242073
-30.1251242637327,73.718031001542,-12.1575261138342
-29.1230642046532,71.1076692034412,-15.8394783210451
-30.3442195270324,71.7733484264171,-15.0566464553833
-28.5739053009523,70.5874509760191,-15.8343993478193
-29.0301119524577,74.4558619043689,-8.01458524075733
-30.6060271046221,69.5939637762239,-15.0455485429232
-27.9557427710071,71.4909527313965,-15.0546143399066
-30.3647044561462,71.378367390932,-15.2853529462433
-30.6554123819674,74.2095357409561,-10.9398131186168
-30.4188107416089,76.5361667781013,-12.9533458246335
-28.8925631741055,74.812432815578,-13.6894385777804
-27.6820925996789,74.7179859945957,-11.980261337361
-26.4497197311852,72.936500669573,-13.3887040388678
-28.8558577853301,74.7141504511418,-12.5953090843752
-28.9870244303411,73.937307487604,-12.5418374140084
-29.3103390387053,74.6172490286415,-12.5161089836806
-28.0108205488784,71.9272553641626,-12.6844152777011
-26.6591780321688,75.1756303305227,-13.3009730828099
-27.3419393758672,74.921795099807,-13.08458613329
