"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683164271794307E9,"2023-05-04 10:37:51.794 UTC+09:00"
"PAUSE",6.416826995834708E1,1.683164335962293E9,"2023-05-04 10:38:55.962 UTC+09:00"
