"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676358414375226E9,"2023-02-14 16:06:54.375 UTC+09:00"
"PAUSE",3.216286500217393E0,1.676358417591462E9,"2023-02-14 16:06:57.591 UTC+09:00"
