"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.674468229996333E9,"2023-01-23 19:03:49.996 UTC+09:00"
"PAUSE",4.587685208334733E0,1.674468234583954E9,"2023-01-23 19:03:54.584 UTC+09:00"
