"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683379806021032E9,"2023-05-06 22:30:06.021 UTC+09:00"
"PAUSE",4.420296079166656E1,1.683379850224187E9,"2023-05-06 22:30:50.224 UTC+09:00"
