"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682842199126848E9,"2023-04-30 17:09:59.127 UTC+09:00"
"PAUSE",1.203633512509987E1,1.682842211163267E9,"2023-04-30 17:10:11.163 UTC+09:00"
