"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684645329945980E9,"2023-05-21 14:02:09.946 UTC+09:00"
"PAUSE",4.048996175000502E1,1.684645370435771E9,"2023-05-21 14:02:50.436 UTC+09:00"
