"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684647438970769E9,"2023-05-21 14:37:18.971 UTC+09:00"
"PAUSE",5.588488233333919E1,1.684647494855082E9,"2023-05-21 14:38:14.855 UTC+09:00"
