"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676133536939081E9,"2023-02-12 01:38:56.939 UTC+09:00"
"PAUSE",4.172652416629717E0,1.676133541111703E9,"2023-02-12 01:39:01.112 UTC+09:00"
