"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684473463885217E9,"2023-05-19 14:17:43.885 UTC+09:00"
"PAUSE",5.010226616666660E1,1.684473513916889E9,"2023-05-19 14:18:33.917 UTC+09:00"
