X,Y,Z
-0.3060249984264374,0.43132543563842773,-0.061474502086639404
-0.3203440308570862,0.48726680874824524,0.1112823560833931
-0.19994862377643585,0.5614265203475952,0.12911860644817352
-0.21199467778205872,0.7202895283699036,0.09563536942005157
-0.3131420612335205,0.8584485054016113,-0.0027617723681032658
-0.41251450777053833,0.9703028798103333,-0.11590375006198883
-0.45699676871299744,0.9752885699272156,-0.2082962542772293
-0.4631321430206299,1.0125126838684082,-0.25531554222106934
-0.4621952474117279,0.8378204703330994,-0.27885791659355164
-0.4699893891811371,0.3824068009853363,-0.26697906851768494
-0.4403305649757385,-0.2591068744659424,-0.22245076298713684
-0.39413371682167053,-0.7857263684272766,-0.08586818724870682
-0.3056560456752777,-1.1873483657836914,0.15711356699466705
-0.20758415758609772,-1.3226897716522217,0.37006518244743347
-0.15974180400371552,-1.1368203163146973,0.4586174190044403
-0.21293412148952484,-1.0337940454483032,0.42244526743888855
-0.4192774295806885,-1.0414072275161743,0.2801978290081024
-0.6623001098632812,-1.126262903213501,0.1375371515750885
-0.8608121275901794,-1.2345256805419922,0.020538631826639175
-0.9618461728096008,-1.423365831375122,-0.03363038972020149
-1.029155969619751,-1.639168620109558,-0.016284154728055
-1.1042454242706299,-1.6721611022949219,-0.005207621492445469
-1.2233099937438965,-1.0195127725601196,0.007858911529183388
-1.164218544960022,-0.6936019062995911,0.12307059019804001
-0.9491326212882996,-0.7713491916656494,0.3551594913005829
-0.6559531688690186,-0.9068499803543091,0.5116555690765381
-0.34727180004119873,-1.338173747062683,0.6217341423034668
-0.13292472064495087,-2.32405424118042,0.8014640808105469
0.03458518534898758,-3.6315410137176514,0.8744602203369141
0.2703556418418884,-4.538293838500977,0.5096060633659363
0.4765029549598694,-4.769840240478516,-0.17378580570220947
0.5355827212333679,-5.002903461456299,-0.7241060137748718
0.5829366445541382,-4.9328789710998535,-0.9895195960998535
0.7190749049186707,-4.445688724517822,-1.152588963508606
0.8371637463569641,-3.9500925540924072,-1.2458469867706299
0.9538636803627014,-3.5833425521850586,-1.1734803915023804
0.9810572266578674,-3.4619381427764893,-0.8907434940338135
0.8915114998817444,-3.8140642642974854,-0.4575948417186737
0.7166270017623901,-4.508236408233643,-0.011800838634371758
0.5331948399543762,-5.338999271392822,0.3369936943054199
0.45126768946647644,-6.217502117156982,0.5594869256019592
0.5604753494262695,-7.066052436828613,0.6674804091453552
0.8393455743789673,-7.95933723449707,0.7089985609054565
1.1607996225357056,-8.655444145202637,0.5866529941558838
1.428453803062439,-9.147506713867188,0.30372142791748047
1.624351143836975,-9.690156936645508,-0.14787018299102783
1.6084710359573364,-10.264134407043457,-0.9502918124198914
1.6184122562408447,-10.609821319580078,-1.3756637573242188
1.440648078918457,-10.346660614013672,-1.5461891889572144
1.3010300397872925,-10.057143211364746,-1.3781853914260864
1.3071653842926025,-9.538684844970703,-0.8681461215019226
1.4929944276809692,-8.658326148986816,-0.4603841006755829
1.9462476968765259,-7.7475905418396,-0.3741685450077057
2.4933712482452393,-7.290009021759033,-0.4400763213634491
2.76377272605896,-6.979101657867432,-0.4436960816383362
2.7917468547821045,-6.638329982757568,-0.3331789970397949
2.845268964767456,-6.0128068923950195,-0.1319044530391693
2.94702410697937,-5.601657390594482,0.05812321603298187
3.0445568561553955,-5.389438152313232,0.15252429246902466
3.042269468307495,-5.1156158447265625,0.18531012535095215
2.9307823181152344,-4.9079766273498535,0.2124464064836502
2.8274471759796143,-4.853521347045898,0.18309342861175537
2.811666488647461,-4.877740383148193,0.11626698076725006
2.869663953781128,-4.80888557434082,0.07909384369850159
2.973487377166748,-4.782153129577637,0.17345841228961945
3.082427501678467,-4.7419939041137695,0.30236008763313293
3.141195774078369,-4.4757490158081055,0.3518778383731842
3.13645076751709,-4.193639278411865,0.34788230061531067
3.034907579421997,-3.8338708877563477,0.3103328049182892
2.8580360412597656,-3.3675143718719482,0.28600794076919556
2.6402735710144043,-3.0183968544006348,0.2553504407405853
2.3879544734954834,-2.715404748916626,0.17488786578178406
2.107520580291748,-2.5672285556793213,0.07695865631103516
1.8115688562393188,-2.588078737258911,-0.03431438282132149
1.5522054433822632,-2.5517778396606445,-0.17763292789459229
1.34342360496521,-2.603710174560547,-0.2669914960861206
1.1964237689971924,-2.4971563816070557,-0.29542794823646545
1.130627989768982,-2.222632884979248,-0.18555496633052826
1.0795855522155762,-1.888443946838379,0.03050728142261505
1.010485053062439,-1.417090654373169,0.20991931855678558
0.9075490236282349,-0.9401735663414001,0.3273399770259857
0.7859128713607788,-0.5607556700706482,0.3809337913990021
0.657396137714386,-0.3105114698410034,0.39085835218429565
0.5175065994262695,-0.24480414390563965,0.3825626075267792
0.3830009996891022,-0.3097139000892639,0.35617440938949585
0.2655303180217743,-0.3525069057941437,0.339343786239624
0.19544470310211182,-0.5045995116233826,0.40784719586372375
0.1984865814447403,-0.5163238644599915,0.48075270652770996
0.26310020685195923,-0.394281268119812,0.5367688536643982
0.3697402775287628,-0.18109507858753204,0.5756659507751465
0.47836342453956604,0.059293024241924286,0.6146253347396851
0.5493270754814148,0.192860946059227,0.6630248427391052
0.608639657497406,0.25976672768592834,0.7101784944534302
0.693935215473175,0.3192639946937561,0.7436319589614868
0.7845008373260498,0.22766616940498352,0.7773926258087158
0.9661883115768433,0.5634036064147949,0.9384036064147949
1.0398831367492676,-0.08171839267015457,1.1986333131790161
0.9616333842277527,-0.6570832133293152,0.958952009677887
0.694946825504303,0.11107069253921509,0.7836776375770569
0.2579647898674011,0.008672701194882393,0.7493924498558044
-0.05545065551996231,0.015402509830892086,0.5820415019989014
-0.23796489834785461,0.014155855402350426,0.46561697125434875
-0.2537537217140198,0.07367164641618729,0.46859705448150635
-0.11225239932537079,0.07823436707258224,0.5093980431556702
0.10685038566589355,-0.018010947853326797,0.5794394612312317
0.2951405346393585,-0.12213122099637985,0.6683157682418823
0.4344342350959778,-0.3060113191604614,0.7282549738883972
0.4926692247390747,-0.4259675443172455,0.7150328755378723
0.4253261387348175,-0.4706692397594452,0.6849803924560547
0.28522562980651855,-0.4636063873767853,0.7210109829902649
0.1004379466176033,-0.4047803580760956,0.7699295282363892
-0.10453861206769943,-0.3362911641597748,0.740881085395813
-0.23964902758598328,-0.2178952544927597,0.6921625733375549
-0.3020002841949463,-0.12218533456325531,0.6303203105926514
-0.32863590121269226,-0.05882767215371132,0.6241356134414673
-0.3175475299358368,-0.038147952407598495,0.5865534543991089
-0.2225179821252823,0.5588997602462769,0.6152298450469971
-0.03399558365345001,1.0002564191818237,0.845932126045227
0.26863858103752136,1.0681923627853394,0.9885870218276978
1.0190597772598267,-0.22135742008686066,0.8441227674484253
-0.49971866607666016,0.4675341844558716,0.4961259365081787
-0.14627686142921448,-0.28422003984451294,0.5132388472557068
0.37906119227409363,0.14105403423309326,0.4600190222263336
-0.13877399265766144,0.09447163343429565,0.47632133960723877
-0.36441269516944885,0.4912325441837311,0.5410084128379822
-0.49867013096809387,0.46438339352607727,0.5248869061470032
-0.43228310346603394,0.4218047857284546,0.5965959429740906
-0.4238276779651642,0.4245431125164032,0.6358969211578369
-0.46769607067108154,0.41529446840286255,0.5955522060394287
-0.5341213941574097,0.48625800013542175,0.4775927662849426
-0.6136873364448547,0.5983749628067017,0.42392846941947937
-0.500121533870697,0.4658263623714447,0.4524436593055725
-0.024077482521533966,-0.3106571435928345,0.48796066641807556
-0.01702672243118286,-0.4789370000362396,0.47635141015052795
-0.010197845287621021,-0.5795379281044006,0.3054773807525635
-0.006666435860097408,-0.6081580519676208,0.39080318808555603
-0.00892905704677105,-0.6491845846176147,0.49293914437294006
-0.03158356621861458,-0.544573187828064,0.6948777437210083
-0.04761473089456558,-0.23563823103904724,0.7681199908256531
-0.03208024054765701,-0.15221479535102844,0.6064454913139343
-0.0030818781815469265,-0.05460941046476364,0.3791521489620209
0.0005273109418340027,-0.014470654539763927,0.17171555757522583
0.0005472846678458154,-0.005463311914354563,0.1581965535879135
0.00174720527138561,0.001803093939088285,0.2259032130241394
0.0018089906079694629,0.002470215782523155,0.23549777269363403
0.0009187015239149332,0.0035391247365623713,0.16717077791690826
-0.00016014499124139547,0.008405518718063831,0.08923390507698059
0.003669008845463395,0.009669153951108456,0.08118514716625214
-0.0019952685106545687,0.007110388949513435,0.2134092152118683
-0.0005236255819909275,0.009382342919707298,0.285081684589386
-0.0010860853362828493,0.005132471211254597,0.14153464138507843
-0.0008036384242586792,0.005276978947222233,-0.048130035400390625
-0.0008742121863178909,0.004668180365115404,-0.10477972775697708
0.0017046210123226047,0.0030291180592030287,-0.01671263761818409
-0.0025590998120605946,0.0025268460158258677,-0.002463660668581724
-0.001283958088606596,0.0014802119694650173,0.00013277819380164146
0.0007831875118426979,0.0016269522020593286,0.0007719369605183601
