"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684645711695930E9,"2023-05-21 14:08:31.696 UTC+09:00"
"PAUSE",3.869210358333658E1,1.684645750387871E9,"2023-05-21 14:09:10.388 UTC+09:00"
