"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684066079047766E9,"2023-05-14 21:07:59.048 UTC+09:00"
"PAUSE",5.144707000000199E1,1.684066130494258E9,"2023-05-14 21:08:50.494 UTC+09:00"
