"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685256029720722E9,"2023-05-28 15:40:29.721 UTC+09:00"
"PAUSE",4.249485716666095E1,1.685256072215589E9,"2023-05-28 15:41:12.216 UTC+09:00"
