"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683129955756062E9,"2023-05-04 01:05:55.756 UTC+09:00"
"PAUSE",5.306898195832036E1,1.683130008824404E9,"2023-05-04 01:06:48.824 UTC+09:00"
