"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682838797716428E9,"2023-04-30 16:13:17.716 UTC+09:00"
"PAUSE",1.030137162492610E1,1.682838808017861E9,"2023-04-30 16:13:28.018 UTC+09:00"
