"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683380469723613E9,"2023-05-06 22:41:09.724 UTC+09:00"
"PAUSE",4.273949129166795E1,1.683380512463080E9,"2023-05-06 22:41:52.463 UTC+09:00"
