"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683380136053942E9,"2023-05-06 22:35:36.054 UTC+09:00"
"PAUSE",4.685839645833039E1,1.683380182912222E9,"2023-05-06 22:36:22.912 UTC+09:00"
