"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681908286177258E9,"2023-04-19 21:44:46.177 UTC+09:00"
"PAUSE",1.191605629166588E1,1.681908298093470E9,"2023-04-19 21:44:58.093 UTC+09:00"
