"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683379276178756E9,"2023-05-06 22:21:16.179 UTC+09:00"
"PAUSE",4.649020174999896E1,1.683379322669162E9,"2023-05-06 22:22:02.669 UTC+09:00"
