Var1,Var2,Var3
-24.4622010523775,47.9723447017817,-21.6803104298392
-26.297473462361,47.5575259081553,-20.832137308762
-23.8145877154097,49.8983864489799,-21.5898260906816
-25.4107690807321,51.93656297555,-20.6572084848413
-25.6643292327049,51.1974693655049,-20.483965570953
-26.6602322619242,51.3180623684272,-20.7945702596758
-26.5454873770584,49.4247312943872,-21.4781147145541
-24.2729114930091,51.4106954959661,-20.4351959834985
-26.6275711524191,50.1368260315651,-20.241724379024
-25.4069328757648,50.9481167872823,-21.5374050410172
-27.0507308898212,48.1001331813935,-22.1205478228276
-27.2225768383461,47.8854030828416,-23.0713854813949
-28.1193174915385,47.5223115901405,-22.4779790039766
-27.1440615072631,52.422874156921,-22.0989536528222
-28.1182273070736,52.6318095802835,-21.6087419115257
-26.3311351437833,51.2903520660771,-20.7100045337101
-28.2418021649999,52.086496210772,-21.2316566731294
-27.6391052643853,48.0652495266431,-20.4871433931603
-26.3480732757936,51.8426986302428,-20.5007969204347
-25.7097023920541,49.0999731451984,-21.07312879529
-25.9370853352844,48.7508182998179,-22.5658069626677
-28.436059364506,49.0606228987268,-22.5699207327787
-26.6345808265466,51.4115664103543,-22.9038974210146
-27.5797208174692,47.1054662649245,-23.0715624184969
-29.2025451265151,48.1788783307825,-23.036776455067
-27.4838610513617,48.8157032991782,-20.3800131990817
-26.9579441078656,49.7415337759005,-22.3072481052131
-26.8625861165832,47.0317205896328,-21.4248441214855
-26.7338702882062,47.2122483413062,-21.6367770222454
-24.8130357307212,51.4806143330266,-20.9659506874174
-22.6496727852662,49.6212081983806,-22.3164748155858
-26.0113241378379,47.8162282991225,-23.0889964717423
-29.5262704261626,49.4795405963117,-22.0104088010462
-26.0230520772945,50.080651503578,-21.9921601599388
-27.0126704011764,47.1459909753061,-21.3398770245168
-26.9280241082843,47.0205770648826,-23.3715152502213
-26.690576407745,47.9576339560923,-22.8945178293439
-26.3503654268503,50.2405305478495,-22.1618903928008
-26.4182249170634,47.9835330196296,-22.570889037522
-25.738227874956,46.7660941848456,-22.5194892479708
-27.0264119529773,48.3457800681408,-21.2059546984388
-27.8070046367809,49.4801433177746,-20.5612905424048
-25.6592620631297,49.4806455226427,-22.0537625063187
-28.7575806256248,53.0961092135202,-19.6959852842674
-23.565149176166,48.5113457502997,-21.3222691430632
-25.7664183466299,49.1597413993221,-22.6238574391226
-26.7358164356088,47.921809114587,-21.8564270695104
-25.1311420319738,46.757580784199,-22.7334182731024
-26.0650196977018,46.7331481204285,-21.9032108426904
-25.8265714265766,46.2245497935357,-20.9344513878219
-26.1808226218015,49.2551374277099,-20.7832149974594
-24.4212493906975,49.4910438402582,-22.5894250896624
-26.0952571528564,47.7937688108054,-22.3378789263976
-26.0829505903634,47.9868665573171,-21.2974233745736
-25.0679921207781,53.8720532499603,-20.878789083491
-25.6181313934522,48.6330062502515,-20.9007997126162
-25.5684103363052,48.5786245987404,-21.5806366949146
-26.4561875463771,50.5758000124003,-21.3671002318307
-25.5010242395983,47.2188399222977,-21.6673589238593
-25.0025406476932,53.1366759509755,-20.737814065335
