"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684645800923405E9,"2023-05-21 14:10:00.923 UTC+09:00"
"PAUSE",4.233540945833374E1,1.684645843258636E9,"2023-05-21 14:10:43.259 UTC+09:00"
