"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683190135305725E9,"2023-05-04 17:48:55.306 UTC+09:00"
"PAUSE",5.676195445834310E1,1.683190192068923E9,"2023-05-04 17:49:52.069 UTC+09:00"
