"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684065067218300E9,"2023-05-14 20:51:07.218 UTC+09:00"
"PAUSE",4.925398391666386E1,1.684065116471666E9,"2023-05-14 20:51:56.472 UTC+09:00"
