"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682329573193088E9,"2023-04-24 18:46:13.193 UTC+09:00"
"PAUSE",1.073111779166675E1,1.682329583924251E9,"2023-04-24 18:46:23.924 UTC+09:00"
