"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683877376007548E9,"2023-05-12 16:42:56.008 UTC+09:00"
"PAUSE",5.338392174999990E1,1.683877429391523E9,"2023-05-12 16:43:49.392 UTC+09:00"
