"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684076087273905E9,"2023-05-14 23:54:47.274 UTC+09:00"
"PAUSE",5.105336149999494E1,1.684076138326357E9,"2023-05-14 23:55:38.326 UTC+09:00"
