"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683796725042595E9,"2023-05-11 18:18:45.043 UTC+09:00"
"PAUSE",5.722824329166906E1,1.683796782270030E9,"2023-05-11 18:19:42.270 UTC+09:00"
