X,Y,Z
7.3076629638671875,37.326148986816406,-37.92982482910156
7.6316070556640625,37.316123962402344,-37.95906066894531
7.6121368408203125,37.32202911376953,-37.89140319824219
7.641021728515625,37.38816833496094,-37.89125061035156
7.302032470703125,37.296085357666016,-37.964508056640625
7.4959869384765625,37.44060516357422,-38.2928466796875
7.47027587890625,37.551490783691406,-38.38983154296875
7.775054931640625,37.54535675048828,-38.09022521972656
7.8066253662109375,37.50471496582031,-38.06690979003906
7.772186279296875,37.383323669433594,-38.076904296875
7.890869140625,37.444313049316406,-38.33345031738281
7.6005859375,37.31581115722656,-37.75196838378906
7.5548858642578125,37.28643035888672,-38.053985595703125
7.81298828125,37.13083267211914,-38.2994384765625
7.5945587158203125,37.42112350463867,-37.9180908203125
7.8674774169921875,37.41967010498047,-38.19822692871094
7.74981689453125,37.34362030029297,-38.099945068359375
7.8012237548828125,37.34804153442383,-38.020172119140625
7.9619293212890625,37.24570846557617,-37.79820251464844
7.716522216796875,37.347923278808594,-37.75579833984375
7.7354583740234375,37.20350646972656,-37.86424255371094
7.8662109375,37.25482940673828,-37.58934020996094
7.703948974609375,37.106666564941406,-37.4210205078125
7.5916595458984375,37.373291015625,-37.49981689453125
7.86962890625,37.358375549316406,-37.29351806640625
7.897308349609375,37.03299331665039,-37.6329345703125
7.6752777099609375,37.144493103027344,-37.73271179199219
7.731842041015625,37.111427307128906,-37.71051025390625
7.83660888671875,37.131710052490234,-37.802337646484375
7.8326416015625,37.14677047729492,-37.77296447753906
7.865203857421875,37.235198974609375,-37.8072509765625
7.54498291015625,37.22639465332031,-37.66511535644531
7.3983917236328125,36.89965057373047,-38.01719665527344
7.6344757080078125,36.799713134765625,-37.797088623046875
7.891693115234375,36.971534729003906,-38.138336181640625
7.8803863525390625,36.907981872558594,-38.12977600097656
8.05303955078125,36.98876953125,-38.25828552246094
8.003814697265625,37.060546875,-38.12882995605469
7.991485595703125,37.23053741455078,-38.25001525878906
8.117919921875,37.12230682373047,-37.94744873046875
7.871063232421875,37.18057632446289,-38.09611511230469
7.7429046630859375,37.286869049072266,-38.03855895996094
7.72882080078125,37.082862854003906,-38.11988830566406
7.906494140625,37.10585021972656,-38.06822204589844
7.625732421875,37.0703125,-37.98182678222656
7.76007080078125,37.132789611816406,-38.5673828125
7.800933837890625,37.171268463134766,-38.618560791015625
7.52703857421875,37.13454055786133,-38.22096252441406
7.331146240234375,37.3237190246582,-38.2481689453125
7.692657470703125,37.2589225769043,-37.87641906738281
7.6237640380859375,37.07057571411133,-38.03599548339844
7.6734466552734375,37.12354278564453,-38.074188232421875
7.7180938720703125,37.24067306518555,-37.60881042480469
7.7117919921875,37.16038131713867,-37.860870361328125
7.73443603515625,37.27347946166992,-37.86622619628906
7.7926025390625,37.40265655517578,-37.963592529296875
7.737884521484375,37.28035354614258,-37.88134765625
7.7032928466796875,37.19388961791992,-37.94160461425781
7.66436767578125,37.19291687011719,-37.7161865234375
7.58514404296875,37.113433837890625,-37.806488037109375
7.7031402587890625,37.16179656982422,-37.37486267089844
7.62933349609375,37.25261688232422,-37.43977355957031
7.3805084228515625,37.352378845214844,-37.60198974609375
7.3460540771484375,37.351985931396484,-37.55126953125
7.7546844482421875,37.22635269165039,-37.95050048828125
7.772918701171875,37.19902038574219,-38.150299072265625
8.052383422851562,37.11548614501953,-38.26800537109375
7.91064453125,36.983436584472656,-37.89080810546875
7.8760986328125,36.98935317993164,-37.7034912109375
8.40289306640625,36.93204879760742,-37.92832946777344
8.653945922851562,36.71155548095703,-37.55780029296875
8.935470581054688,36.32718276977539,-37.80485534667969
9.107391357421875,36.41332244873047,-37.899261474609375
9.851226806640625,36.23050308227539,-38.09049987792969
10.433486938476562,36.213191986083984,-37.80857849121094
10.742233276367188,35.995384216308594,-37.98187255859375
11.349609375,35.59733200073242,-37.781951904296875
11.618484497070312,35.39006805419922,-37.83876037597656
12.243484497070312,35.275352478027344,-37.84855651855469
12.679473876953125,34.83058166503906,-38.17205810546875
13.210968017578125,34.799781799316406,-38.237152099609375
13.722732543945312,34.67112731933594,-38.195526123046875
14.120376586914062,34.15290832519531,-37.9510498046875
14.6439208984375,34.02727127075195,-37.730560302734375
15.36199951171875,33.55787658691406,-37.703460693359375
16.048599243164062,33.26678466796875,-38.28294372558594
16.667388916015625,32.94780349731445,-38.460357666015625
17.417495727539062,32.1157341003418,-38.42274475097656
18.231231689453125,31.496673583984375,-38.96009826660156
19.1072998046875,30.842864990234375,-38.41767883300781
19.680282592773438,30.193553924560547,-38.555023193359375
20.7286376953125,29.55695343017578,-38.53074645996094
21.554763793945312,28.93787384033203,-38.403289794921875
22.11553955078125,28.24380111694336,-38.390167236328125
22.71484375,27.485267639160156,-38.63706970214844
23.102737426757812,27.054424285888672,-38.67425537109375
23.367332458496094,26.69559097290039,-39.19769287109375
23.752357482910156,26.12602996826172,-39.26469421386719
23.800132751464844,25.83165740966797,-38.80073547363281
24.07701873779297,25.74338150024414,-38.968109130859375
24.161903381347656,25.61792755126953,-38.85675048828125
24.270851135253906,25.216163635253906,-38.60765075683594
24.47051239013672,25.02667236328125,-38.95866394042969
24.686843872070312,24.902137756347656,-38.7628173828125
24.763717651367188,24.816143035888672,-39.17329406738281
24.721267700195312,24.76490020751953,-38.7900390625
24.985595703125,24.73617935180664,-38.949310302734375
24.66448974609375,24.976978302001953,-38.927398681640625
24.443092346191406,24.765331268310547,-39.02729797363281
24.286941528320312,24.645099639892578,-39.01116943359375
24.167152404785156,24.470294952392578,-39.353240966796875
24.102012634277344,24.232013702392578,-39.99761962890625
23.980262756347656,23.976070404052734,-40.107330322265625
23.530067443847656,23.875869750976562,-40.1982421875
23.424057006835938,23.539161682128906,-40.35394287109375
23.29754638671875,23.347118377685547,-40.77992248535156
23.246688842773438,23.01235580444336,-41.037933349609375
22.976150512695312,22.863842010498047,-41.265899658203125
22.678085327148438,22.751842498779297,-41.689666748046875
22.271820068359375,22.45781707763672,-41.8709716796875
22.062728881835938,22.30624771118164,-41.54359436035156
21.68365478515625,22.08941650390625,-41.85871887207031
21.163619995117188,22.160736083984375,-42.01347351074219
20.810317993164062,22.145076751708984,-42.35154724121094
20.245574951171875,22.073772430419922,-42.32545471191406
20.142196655273438,22.23743438720703,-42.68977355957031
19.998794555664062,22.158065795898438,-42.5657958984375
20.017532348632812,22.333118438720703,-42.67524719238281
20.107315063476562,22.574878692626953,-42.62260437011719
19.911331176757812,23.015037536621094,-42.512359619140625
20.189544677734375,22.967792510986328,-42.65350341796875
20.87548828125,23.127418518066406,-42.394927978515625
21.109375,22.980762481689453,-42.31671142578125
21.83233642578125,22.662303924560547,-41.893310546875
22.078659057617188,22.202816009521484,-41.46434020996094
22.52508544921875,22.144588470458984,-41.48692321777344
22.903884887695312,21.787174224853516,-41.81982421875
23.736373901367188,21.30502700805664,-41.704315185546875
24.28839874267578,20.79560089111328,-41.67185974121094
25.23015594482422,20.3447265625,-41.1173095703125
26.49529266357422,20.000953674316406,-40.4578857421875
27.723304748535156,19.046024322509766,-39.81095886230469
29.19908905029297,18.32843017578125,-39.2471923828125
30.463241577148438,17.792320251464844,-38.1781005859375
32.013084411621094,17.032947540283203,-37.773834228515625
33.53245544433594,16.158897399902344,-36.954925537109375
35.02099609375,15.304447174072266,-36.00450134277344
36.40348815917969,14.476253509521484,-34.880218505859375
38.221031188964844,14.05825424194336,-33.50761413574219
39.68974304199219,13.48648452758789,-32.190093994140625
41.198089599609375,13.082115173339844,-30.317596435546875
42.40867614746094,13.033660888671875,-28.380523681640625
43.92613983154297,12.982635498046875,-26.487411499023438
44.800865173339844,13.14590072631836,-25.245346069335938
45.615150451660156,13.767204284667969,-23.774337768554688
46.499534606933594,14.462848663330078,-21.817611694335938
46.90339660644531,15.3843994140625,-20.596237182617188
47.47755432128906,16.366069793701172,-19.153335571289062
47.67705535888672,17.233779907226562,-17.45758056640625
48.43278503417969,18.140369415283203,-16.374679565429688
48.922576904296875,19.331218719482422,-14.68902587890625
48.952911376953125,20.385711669921875,-13.505630493164062
49.30718231201172,21.264202117919922,-11.938201904296875
