"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683878614759188E9,"2023-05-12 17:03:34.759 UTC+09:00"
"PAUSE",5.292886666666664E1,1.683878667688107E9,"2023-05-12 17:04:27.688 UTC+09:00"
