"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.675186032974862E9,"2023-02-01 02:27:12.975 UTC+09:00"
"PAUSE",7.327370999963023E0,1.675186040302152E9,"2023-02-01 02:27:20.302 UTC+09:00"
