state,time
1591,1
1893,0
1937,1
2459,0
3276,1
3568,0
3609,1
4135,0
5050,1
5343,0
5384,1
5900,0
6806,1
7098,0
7145,1
7764,0
8571,1
8877,0
8915,1
9510,0
