"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683166909826869E9,"2023-05-04 11:21:49.827 UTC+09:00"
"PAUSE",9.660375208334881E1,1.683167006436312E9,"2023-05-04 11:23:26.436 UTC+09:00"
