"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682908584152632E9,"2023-05-01 11:36:24.153 UTC+09:00"
"PAUSE",2.734403758334520E1,1.682908611496667E9,"2023-05-01 11:36:51.497 UTC+09:00"
