"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685082687648148E9,"2023-05-26 15:31:27.648 UTC+09:00"
"PAUSE",5.346935841666709E1,1.685082741117385E9,"2023-05-26 15:32:21.117 UTC+09:00"
