"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685253957620774E9,"2023-05-28 15:05:57.621 UTC+09:00"
"PAUSE",4.403036762500415E1,1.685254001651116E9,"2023-05-28 15:06:41.651 UTC+09:00"
