"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683887305875396E9,"2023-05-12 19:28:25.875 UTC+09:00"
"PAUSE",5.157438458333308E1,1.683887357449756E9,"2023-05-12 19:29:17.450 UTC+09:00"
