"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685256146811730E9,"2023-05-28 15:42:26.812 UTC+09:00"
"PAUSE",4.426955441667815E1,1.685256191081290E9,"2023-05-28 15:43:11.081 UTC+09:00"
