"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683132757032806E9,"2023-05-04 01:52:37.033 UTC+09:00"
"PAUSE",5.364736070833169E1,1.683132810680555E9,"2023-05-04 01:53:30.681 UTC+09:00"
