state,time
1329,1
1622,0
1663,1
2360,0
3663,1
3961,0
4004,1
4658,0
5562,1
5854,0
5897,1
6433,0
7194,1
7494,0
7535,1
8018,0
8766,1
9054,0
9101,1
9536,0
