"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684645281816517E9,"2023-05-21 14:01:21.817 UTC+09:00"
"PAUSE",4.116319483333791E1,1.684645322979538E9,"2023-05-21 14:02:02.980 UTC+09:00"
